comment,author,date,like_count
great review!,Pedro Aguiar,2020-01-20T14:14:57Z,2
"I just saw the movie and I agree that it&#39;s fantastic and one of the best of the year, but that&#39;s a really long list for 2019. I just thought the massive plotholes were the only things keeping it from being a true masterpiece. Why didn&#39;t he just say &quot;hey my sister would be good for this?&quot; why did he have to pretend he didn&#39;t know her? They didn&#39;t seem to have already formulated the entire plot of bringing them all in, and I don&#39;t recall them ever mentioning why he didn&#39;t want them to know they were related. Also the buttons that controlled the lights were pretty unbelievable. Like why would that have been built that way? That was a huge MacGuffin that I found distracting when it came up. Also nothing ever came of the young boy decoding the message, so that seemed pointless. But despite all of that it was a great film and the acting and cinematography were near perfect. It&#39;s a must-see for sure.",TheRealConcertKing,2020-01-20T09:29:29Z,3
"TheRealConcertKing <br><br>q: why not just say it&#39;s his sister or why does he have to pretend that he doesn&#39;t know her<br>a: because it would sound biased to refer a relative or a friend<br><br>q: why are the lights built that way?<br>a: good question tho. i can&#39;t think of a logical answer for that too.<br><br>q: nothing happens when the kid was able to understand the morse code<br>a: it&#39;s actually more realistic that way because the kid is sort of mentally challenged and that could be the reason why he may have forgotten about it the next day. also, i think that scene was intentionally made that way for suspense build up and it keeps the viewers anxious and interested of what&#39;s going to happen next.",REV,2020-01-22T19:47:15Z,0
*She was his sister,A,2020-01-22T05:15:33Z,0
"TheRealConcertKing with the “why couldn’t he just say he was his sister”, if someone recommends me to employ someone that happens to be their sister or relative, i would be a little hesitant to trust their judgement because there is bias there, who knows if his referral of his sister is actually legit. Even employers in general insists not to use references that are related to you. The rich mom would probably question that.",A,2020-01-22T05:15:18Z,1
"<a href=""https://www.youtube.com/watch?v=l7O6YqckEyE&amp;t=4m52s"">4:52</a> - yes-sir - and that is Exactly how I feel as well.<br><a href=""https://www.youtube.com/watch?v=l7O6YqckEyE&amp;t=5m22s"">5:22</a> - great review.",Floyd Glenn,2020-01-20T07:53:41Z,1
How everything is set up in this movie is just mindblowing...,FridayOnMyMind,2020-01-20T06:22:42Z,2
"This movie not completely satire, the flooding scene actually happening in 3rd world country city, where if there&#39;s a heavy rain, the poor ppl district got flooded but the rich district didn&#39;t.",MochiAsDessert,2020-01-20T05:49:36Z,1
"It&#39;s funny that the director leaves so much for the audience to understand without being told. Yet, I couldn&#39;t enjoy snowpierce after the second time that a man said &quot; we haven&#39;t seen those in over ten years&quot; . That one line ruined the whole movie for one and I know it&#39;s silly but it&#39;s difficult to ignore.",alcoholicpuppy,2020-01-20T05:49:28Z,0
One of the best movies of the year.,Jenna's wife,2020-01-20T03:57:01Z,0
U should do a review on the movie freaks,Alex G,2020-01-20T00:38:45Z,0
"I love how sutil but powerful and clear was the movie progression... It start as a comedy, goes to a blood chilling thriller and end as a deep drama.. it was fantastic",GFreeXevery1,2020-01-20T00:23:28Z,5
"eh, I liked it, but it&#39;s drastically overrated",BladeChild,2020-01-19T23:01:30Z,0
Rejoice that it&#39;s another lame superhero or Star Wars movie.....,colderbeer,2020-01-19T21:22:30Z,0
"I&#39;vent seen a better movie this year, I still don&#39;t know how it loose against 1917 for best film. I hope they win the oscar at least.",Eduardo Rodriguez,2020-01-19T19:32:19Z,0
"I have never seen such an overrated movie. I did not like most of it and was extremely surprised when everyone talks about it like this. It looked nice but the characters were like in a cartoon, totally non-believable.",ddd,2020-01-19T17:31:43Z,0
"M P Well that&#39;s stupid. The characters from a movie are usually made to be believable. You are thinking of cartoons, you got confused",ddd,2020-01-29T20:25:59Z,0
"i didn&#39;t feel this movie was authentic. it&#39;s more like a movie was made to fit a particular social narrative, which actually hampers the authenticity of the story and the story feels forced. the poor family is extremely smart and skilled and it&#39;s unclear how they could be so poor with all that. .people who are smart and have little regard for ethics usually thrive in a market economy even if they start with less resources.  <br><br><br><br><br>certain situations and scenes seems highly unlikely (father not getting caught or the bunker not being found after such a horrific crime,  the father surviving in the basement for years without any external help, The family&#39;s extremely reckless behavior when the rich family goes out for just one night and equally reckless and stupid actions that makes them get caught to the previous house keeper, the son fully recovering - let alone surviving - two full blows to the head with a very heavy rock) and i feel these highly improbable situations are due to the film-maker trying to push the story to fit a particular social narrative. these are common in foreign movies that are made to a western market. i highly doubt the movie was equally well accepted by the S. Korean domestic audience. <br><br><br><br><br>the social critique too is ambiguous (if that was done purposely, it would be great, but i highly doubt it). for instance, i thought the person living in the bunker represented those who live from welfare. well is that a criticism of the welfare system? if it is, then maybe there&#39;s a point. but trying to justify the jealousy and anger of the poor family doesn&#39;t sit well. ultimately, a son saw his  father getting killed in front of him and a wife lost her husband for the only reason that they were rich and successful and somehow that doesn&#39;t count?  perhaps that guy worked his ass off to reach that position. resources don&#39;t just appear out of thin air. it&#39;s the same socialist destructive and negative mindset.  it looks like the poor family is just in that situation cos they never took responsibility for their lives and in some situations it&#39;s even suggested. and it&#39;s actually the poor family that doesn&#39;t give a shit about the fellow man and undercut other poor people (like the former drive and the land lady, the boy even steals his friend&#39;s gf who helped him land a job). somehow the rich guys are assholes bcos the wife is naive and the husband doesn&#39;t like the driver poking on his private life and doesn&#39;t&#39; like how he smells? common. all this is mixed up with a forced socialist message maybe to fit a western liberal audience so ultimately the social critique too loses its focus. <br><br><br><br><br>All in all, i think the film is overrated cos it tried to fit a particular social narrative and wasn&#39;t true to the story. it&#39;s a very common issue with modern movies. it&#39;s why even though these films are called &#39;masterpieces&#39; they never reach the levels of classics like &#39;seven samarui&#39; or &#39;12 angry men&#39; (or even &#39;Joker&#39;). cos rather than staying too to the story and characters, movies like this try to fit a contemporary political ideology, which compromises the integrity story and character development.<br><br><br>i liked the movie was switching genres throughout . it is something that can become a new trend.",dharshana81,2020-01-19T15:53:56Z,0
"Most of your claims are explained. The ex-housekeeper broke CCTV. So, the poor family&#39;s father could hide in the basement. There were foods in the basement which were stored by the man who used to live in there.",임형준,2020-01-22T14:12:10Z,0
they say dont judge a book by it cover. the same could be said for movies. i was not going to give this movie a go. i thought it looked stupid just by the name and the cover. i will definately watch it.,Bawngtim Kh,2020-01-19T14:04:33Z,0
FUCK BTS <br>BJH ( Bong Joon Ho ) is the best,Nigagara nagashima,2020-01-19T08:15:12Z,2
"i was loving, loving this film, until the last 20 minutes or so, its not the ending itself that bothered me, but tho whole party scene really hurt the whole tone of the film for me, it felt so out of left field not in the best way, unlike the first twist wich i really loved (you know wich twist im talking about) <br>still loved the film, but &quot;that&quot; scene sort of stains it for me.",Nicolas Labra,2020-01-19T07:30:03Z,1
I haven&#39;t watched yet.... damn...,Italo Clesio,2020-01-18T21:19:51Z,0
This is indeed an awesome movie. And this is indeed an awesome channel. Thanks for sticking out directions in this terrain: pointing to the pearls in the string of movie after movie.,Johan Tino Frederiksen,2020-01-18T15:24:29Z,1
This film seems like it lasts forever and I mean that in the best way possible. That’s how you do great story building.,Eddie Cardwell,2020-01-18T11:30:24Z,4
I just saw Parasite! Most def an A+,Romana,2020-01-18T06:44:24Z,1
Alright Chris...you sold me. I’m gonna watch this movie right now.,Christopher,2020-01-17T23:12:57Z,1
Super respect you&#39;re opinion!<br>Love love this movie and the movies lately..u think its oscar worthy or best picture?????,MYK And RAFFY YTC,2020-01-17T21:58:14Z,0
Where do you watch this...I thought Netflix was the plug,Judith Jackson,2020-01-17T20:05:33Z,0
Saw it last night.  Loved it.,Patrick Paulo,2020-01-17T18:13:36Z,0
"The movie haven’t come out in Norwegian yet,, I saw it 2 days ago on a pre-premier",rosei-iii,2020-01-17T10:50:20Z,3
Your review and perception of this film is one of my favorite so far 😊,Ysa,2020-01-17T06:51:40Z,0
oh i am so amped up to see this flick.,American Pancake,2020-01-17T03:52:11Z,0
Just saw Parasite. Wow!  Just Wow!,Kenneth Desmond Mosley,2020-01-17T03:45:20Z,1
I know I&#39;m late but..I loved the film!! Watched it for the first time online since my local theatre is showing till now. And loved the message. The actor who plays the father is my favorite since I&#39;ve seen him in other films and to be honest I&#39;m looking forward to the tv show they&#39;ve been planning. Also the girl who played the daughter needs more recognition.,KimAckerman 21,2020-01-17T03:42:19Z,1
